"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064408";"1.7.7.3.1.1.4.2";"56800";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064408";"1.7.7.3.1.1.4.2";"56800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"17760";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"19200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"19970";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"21690";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"22280";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"22600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"22350";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"22640";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064596";"1.7.16.3.1.1.4.1";"22110";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"55400";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"55300";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"55700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"57200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"58300";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"58500";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"60900";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"60400";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064597";"1.7.16.3.1.1.4.2";"61500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"13360";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"15070";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"15660";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"16490";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"16360";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"16490";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"16990";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"17800";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064785";"1.7.24.3.1.1.4.1";"18230";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"68200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"67600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"68100";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"68600";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"69200";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"70400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"72300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"72100";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064786";"1.7.24.3.1.1.4.2";"72700";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"5120";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"5650";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"5860";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"6330";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"6420";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"6770";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"6860";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"6950";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664064974";"1.7.28.3.1.1.4.1";"7500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"64100";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"62200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"64000";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"63900";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"65900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"65700";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"67800";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"66600";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664064975";"1.7.28.3.1.1.4.2";"67000";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"660";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"720";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"850";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"950";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"1050";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"1300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065162";"1.7.34.3.1.1.4.1";"1510";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"67900";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"72700";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"68700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"69300";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"75100";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"78800";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"80800";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"84300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade de premier cycle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664065163";"1.7.34.3.1.1.4.2";"85400";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2010";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2310";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2350";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2710";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2740";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"2870";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"3160";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade de premier cycle";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664065351";"1.7.39.3.1.1.4.1";"3480";"";"";"";"0"
